"HS2","HS4","HS6","HS8","HS10"
,,,"48025700","3606100000"
,,,"48025810","3606901000"
,,,"48025890","3606909000"
,,,"48026011","3701000000"
,,,"48026019","3701100000"
,,,"48026091","3701101000"
,,,"48026099","3701109000"
,,,"48026110","3701200000"
,,,"48026115","3701300000"
,,,"48026130","3701910000"
,,,"48026150","3701990000"
,,,"48026180","3702100000"
,,,"48026190","3702200000"
,,,"48026200","3702311000"
,,,"48026210","3702312000"
,,,"48026230","3702319000"
,,,"48026250","3702319100"
,,,"48026290","3702319700"
,,,"48026900","3702319800"
,,,"48026910","3702319900"
,,,"48026950","3702321000"
,,,"48026990","3702321100"
,,,"48030010","3702321900"
,,,"48030031","3702322000"
,,,"48030039","3702323100"
,,,"48030090","3702325000"
,,,"48041111","3702325100"
,,,"48041115","3702328000"
,,,"48041119","3702328500"
,,,"48041190","3702329000"
,,,"48041911","3702390000"
,,,"48041912","3702410000"
,,,"48041915","3702420000"
,,,"48041919","3702430000"
,,,"48041930","3702440000"
,,,"48041931","3702510000"
,,,"48041935","3702520000"
,,,"48041938","3702521000"
,,,"48041939","3702529000"
,,,"48041990","3702530000"
,,,"48042110","3702540000"
,,,"48042190","3702541000"
,,,"48042910","3702549000"
,,,"48042990","3702550000"
,,,"48043110","3702560000"
,,,"48043151","3702561000"
,,,"48043158","3702569000"
,,,"48043159","3702911000"
,,,"48043180","3702912000"
,,,"48043190","3702918000"
,,,"48043910","3702919000"
,,,"48043951","3702921000"
,,,"48043958","3702929000"
,,,"48043959","3702931000"
,,,"48043980","3702939000"
,,,"48043990","3702941000"
,,,"48044110","3702949000"
,,,"48044191","3702950000"
,,,"48044198","3702961000"
,,,"48044199","3702969000"
,,,"48044200","3702971000"
,,,"48044210","3702979000"
,,,"48044290","3702980000"
,,,"48044900","3703100001"
,,,"48044910","3703100009"
,,,"48044990","3703200000"
,,,"48045100","3703201000"
,,,"48045110","3703209000"
,,,"48045190","3703900000"
,,,"48045200","3703901000"
,,,"48045210","3703909000"
,,,"48045290","3704001000"
,,,"48045910","3704009000"
,,,"48045990","3705001000"
,,,"48051000","3705002000"
,,,"48051100","3705009000"
,,,"48051200","3705100000"
,,,"48051910","3705200000"
,,,"48051990","3705900000"
,,,"48052000","3705901000"
,,,"48052100","3705909000"
,,,"48052210","3706101000"
,,,"48052290","3706101100"
,,,"48052300","3706101900"
,,,"48052400","3706102000"
,,,"48052500","3706109100"
,,,"48052910","3706109900"
,,,"48052990","3706901000"
,,,"48053000","3706901100"
,,,"48053010","3706901900"
,,,"48053090","3706903100"
,,,"48054000","3706905100"
,,,"48055000","3706905200"
,,,"48056010","3706909100"
,,,"48056020","3706909900"
,,,"48056040","3707100000"
,,,"48056060","3707901100"
,,,"48056090","3707901900"
,,,"48057011","3707902000"
,,,"48057019","3707903000"
,,,"48057090","3707909000"
,,,"48058011","3801100000"
,,,"48058019","3801201000"
,,,"48058090","3801209000"
,,,"48059100","3801300000"
,,,"48059110","3801900000"
,,,"48059191","3801900001"
,,,"48059199","3801900009"
,,,"48059200","3802100000"
,,,"48059210","3802900000"
,,,"48059291","3803001000"
,,,"48059299","3803009000"
,,,"48059300","3804000000"
,,,"48059310","3804001000"
,,,"48059320","3804009000"
,,,"48059380","3805101000"
,,,"48059391","3805103000"
,,,"48059399","3805109000"
,,,"48061000","3805200000"
,,,"48062000","3805900000"
,,,"48063000","3805901000"
,,,"48064010","3805909000"
,,,"48064090","3806100000"
,,,"48070010","3806101000"
,,,"48070020","3806109000"
,,,"48070030","3806200000"
,,,"48070050","3806300000"
,,,"48070080","3806900000"
,,,"48070090","3807001000"
,,,"48071000","3807009000"
,,,"48079010","3808000000"
,,,"48079050","3808101000"
,,,"48079090","3808102000"
,,,"48081000","3808103000"
,,,"48082000","3808104000"
,,,"48083000","3808109000"
,,,"48084000","3808201000"
,,,"48089000","3808201500"
,,,"48091000","3808203000"
,,,"48092000","3808204000"
,,,"48092010","3808205000"
,,,"48092090","3808206000"
,,,"48099000","3808208000"
,,,"48099010","3808301100"
,,,"48099090","3808301300"
,,,"48100000","3808301500"
,,,"48101010","3808301700"
,,,"48101110","3808302100"
,,,"48101191","3808302300"
,,,"48101199","3808302700"
,,,"48101200","3808303000"
,,,"48101300","3808309000"
,,,"48101311","3808401000"
,,,"48101319","3808402000"
,,,"48101320","3808409000"
,,,"48101380","3808500000"
,,,"48101391","3808500001"
,,,"48101399","3808500009"
,,,"48101400","3808520000"
,,,"48101411","3808590001"
,,,"48101419","3808590002"
,,,"48101420","3808590003"
,,,"48101480","3808590004"
,,,"48101491","3808590005"
,,,"48101499","3808590006"
,,,"48101900","3808590007"
,,,"48101910","3808590008"
,,,"48101990","3808590009"
,,,"48102100","3808610001"
,,,"48102200","3808610002"
,,,"48102210","3808610003"
,,,"48102290","3808620001"
,,,"48102291","3808620002"
,,,"48102299","3808620003"
,,,"48102911","3808690001"
,,,"48102919","3808690002"
,,,"48102920","3808690003"
,,,"48102930","3808901000"
,,,"48102980","3808909000"
,,,"48102990","3808911000"
,,,"48102991","3808912000"
,,,"48102999","3808913000"
,,,"48103100","3808913500"
,,,"48103210","3808914000"
,,,"48103290","3808914500"
,,,"48103900","3808918000"
,,,"48109110","3808919000"
,,,"48109130","3808921000"
,,,"48109190","3808921500"
,,,"48109210","3808922000"
,,,"48109230","3808923000"
,,,"48109290","3808924000"
,,,"48109910","3808925000"
,,,"48109930","3808926000"
,,,"48109980","3808928000"
,,,"48109990","3808929000"
,,,"48111000","3808931100"
,,,"48112100","3808931300"
,,,"48112900","3808931500"
,,,"48113100","3808931700"
,,,"48113900","3808931900"
,,,"48114000","3808932100"
,,,"48114100","3808932300"
,,,"48114110","3808932700"
,,,"48114120","3808932900"
,,,"48114190","3808933000"
,,,"48114191","3808939000"
,,,"48114199","3808941000"
,,,"48114900","3808942000"
,,,"48114910","3808943000"
,,,"48114990","3808948000"
,,,"48115100","3808949000"
,,,"48115900","3808991000"
,,,"48116000","3808992000"
,,,"48119000","3808998000"
,,,"48119010","3808999000"
,,,"48119090","3809101000"
,,,"48120000","3809103000"
,,,"48131000","3809105000"
,,,"48132000","3809109000"
,,,"48139000","3809910000"
,,,"48139010","3809920000"
,,,"48139090","3809930000"
,,,"48140000","3810100000"
,,,"48141000","3810901000"
,,,"48142000","3810909000"
,,,"48143000","3811111000"
,,,"48149010","3811119000"
,,,"48149070","3811190000"
,,,"48149080","3811210000"
,,,"48149090","3811290000"
,,,"48150000","3811900000"
,,,"48161000","3812100000"
,,,"48162000","3812200000"
,,,"48163000","3812201000"
,,,"48169000","3812209000"
,,,"48171000","3812302000"
,,,"48172000","3812302100"
,,,"48173000","3812302900"
,,,"48180000","3812308000"
,,,"48181010","3812310000"
,,,"48181090","3812390000"
,,,"48182010","3813000000"
,,,"48182091","3814001000"
,,,"48182099","3814009000"
,,,"48183000","3815110000"
,,,"48184011","3815120000"
,,,"48184013","3815190000"
,,,"48184019","3815191000"
,,,"48184090","3815199000"
,,,"48184091","3815900000"
,,,"48184099","3815901000"
,,,"48185000","3815909000"
,,,"48189010","3816000000"
,,,"48189090","3817001000"
,,,"48190000","3817005000"
,,,"48191000","3817008000"
,,,"48192000","3817009000"
,,,"48192010","3817101000"
,,,"48192090","3817105000"
,,,"48193000","3817108000"
,,,"48194000","3817200000"
,,,"48195000","3818001000"
,,,"48196000","3818009000"
,,,"48200000","3819000000"
,,,"48201010","3820000000"
,,,"48201030","3821000000"
,,,"48201050","3822000000"
,,,"48201090","3822110000"
,,,"48202000","3822120001"
,,,"48203000","3822120009"
,,,"48204000","3822130000"
,,,"48204010","3822190001"
,,,"48204090","3822190009"
,,,"48205000","3822900000"
,,,"48209000","3823110000"
,,,"48211010","3823120000"
,,,"48211090","3823130000"
,,,"48219010","3823191000"
,,,"48219090","3823193000"
,,,"48221000","3823199000"
,,,"48229000","3823700000"
,,,"48231111","3824100000"
,,,"48231119","3824200000"
,,,"48231190","3824300000"
,,,"48231210","3824400000"
,,,"48231290","3824501000"
,,,"48231900","3824509000"
,,,"48232000","3824601100"
,,,"48234000","3824601900"
,,,"48235110","3824609100"
,,,"48235190","3824609900"
,,,"48235910","3824710000"
,,,"48235990","3824720000"
,,,"48236010","3824730000"
,,,"48236090","3824740000"
,,,"48236100","3824750000"
,,,"48236910","3824760000"
,,,"48236990","3824770000"
,,,"48237010","3824778000"
,,,"48237090","3824780000"
,,,"48239010","3824781000"
,,,"48239012","3824782000"
,,,"48239014","3824783000"
,,,"48239015","3824784000"
,,,"48239020","3824788000"
,,,"48239030","3824789000"
,,,"48239040","3824790000"
,,,"48239050","3824810000"
,,,"48239085","3824820000"
,,,"48239090","3824830000"
,,,"49011000","3824840000"
,,,"49019100","3824850000"
,,,"49019900","3824860000"
,,,"49021000","3824870000"
,,,"49029000","3824880000"
,,,"49029010","3824890000"
,,,"49029030","3824901000"
,,,"49029090","3824901500"
,,,"49030000","3824902000"
,,,"49040000","3824902500"
,,,"49051000","3824903000"
,,,"49052000","3824903500"
,,,"49059000","3824904000"
,,,"49059100","3824904500"
,,,"49059900","3824905000"
,,,"49060000","3824905500"
,,,"49070010","3824905800"
,,,"49070030","3824906000"
,,,"49070090","3824906100"
,,,"49070091","3824906200"
,,,"49070099","3824906400"
,,,"49081000","3824906500"
,,,"49089000","3824907000"
,,,"49090000","3824907500"
,,,"49090010","3824908000"
,,,"49090090","3824908500"
,,,"49100000","3824908700"
,,,"49110000","3824909000"
,,,"49111010","3824909701"
,,,"49111090","3824909702"
,,,"49119100","3824909708"
,,,"49119110","3824909709"
,,,"49119180","3824909800"
,,,"49119900","3824909801"
,,,"50010000","3824909809"
,,,"50020000","3824909900"
,,,"50030000","3824909901"
,,,"50031000","3824909909"
,,,"50039000","3824910000"
,,,"50040010","3824920000"
,,,"50040090","3824991000"
,,,"50050010","3824991500"
,,,"50050090","3824992000"
,,,"50060010","3824992500"
,,,"50060090","3824993000"
,,,"50071000","3824994500"
,,,"50072011","3824995000"
,,,"50072019","3824995500"
,,,"50072021","3824995800"
,,,"50072031","3824996100"
,,,"50072039","3824996200"
,,,"50072041","3824996400"
,,,"50072051","3824996500"
,,,"50072059","3824997000"
,,,"50072061","3824997500"
,,,"50072069","3824998000"
,,,"50072071","3824998500"
,,,"50079010","3824998700"
,,,"50079030","3824999201"
,,,"50079050","3824999202"
,,,"50079090","3824999203"
,,,"51011100","3824999208"
,,,"51011900","3824999209"
,,,"51012100","3824999301"
,,,"51012900","3824999302"
,,,"51013000","3824999307"
,,,"51021010","3824999308"
,,,"51021030","3824999309"
,,,"51021050","3824999601"
,,,"51021090","3824999602"
,,,"51021100","3824999603"
,,,"51021910","3824999604"
,,,"51021930","3824999605"
,,,"51021940","3824999608"
,,,"51021990","3824999609"
,,,"51022000","3825100000"
,,,"51031010","3825200000"
,,,"51031090","3825300000"
,,,"51032000","3825410000"
,,,"51032010","3825490000"
,,,"51032091","3825500000"
,,,"51032099","3825610000"
,,,"51033000","3825690000"
,,,"51040000","3825900000"
,,,"51051000","3825901000"
,,,"51052100","3825909000"
,,,"51052900","3826001000"
,,,"51053010","3826009000"
,,,"51053090","3827110000"
,,,"51053100","3827120000"
,,,"51053900","3827130000"
,,,"51053910","3827140000"
,,,"51053990","3827200000"
,,,"51054000","3827310000"
,,,"51061010","3827320000"
,,,"51061090","3827390000"
,,,"51062010","3827400000"
,,,"51062011","3827510000"
,,,"51062019","3827590000"
,,,"51062091","3827610000"
,,,"51062099","3827620000"
,,,"51071010","3827630000"
,,,"51071090","3827640000"
,,,"51072010","3827650000"
,,,"51072030","3827680000"
,,,"51072051","3827690000"
,,,"51072059","3827900000"
,,,"51072091","3901101000"
,,,"51072099","3901109000"
,,,"51081010","3901200000"
,,,"51081090","3901201000"
,,,"51082010","3901209000"
,,,"51082090","3901209001"
,,,"51091010","3901209009"
,,,"51091090","3901300000"
,,,"51099000","3901400000"
,,,"51099010","3901400001"
,,,"51099090","3901400009"
,,,"51100000","3901900000"
,,,"51110000","3901901000"
,,,"51111100","3901902000"
,,,"51111111","3901903000"
,,,"51111119","3901908000"
,,,"51111191","3901909000"
,,,"51111199","3902100000"
,,,"51111900","3902200000"
,,,"51111910","3902300000"
,,,"51111911","3902900000"
,,,"51111919","3902901000"
,,,"51111931","3902902000"
,,,"51111939","3902909000"
,,,"51111990","3903110000"
,,,"51111991","3903190000"
,,,"51111999","3903190001"
,,,"51112000","3903190009"
,,,"51113010","3903200000"
,,,"51113030","3903300000"
,,,"51113080","3903900000"
,,,"51113090","3903901000"
,,,"51119010","3903902000"
,,,"51119091","3903909000"
,,,"51119093","3904100001"
,,,"51119098","3904100009"
,,,"51119099","3904100010"
,,,"51121100","3904100090"
,,,"51121110","3904100091"
,,,"51121190","3904100099"
,,,"51121900","3904210000"
,,,"51121910","3904220000"
,,,"51121911","3904220001"
,,,"51121919","3904220009"
,,,"51121990","3904300000"
,,,"51121991","3904400000"
,,,"51121999","3904500000"
,,,"51122000","3904501000"
,,,"51123010","3904509000"
,,,"51123030","3904610000"
,,,"51123080","3904611000"
,,,"51123090","3904619000"
,,,"51129010","3904690000"
,,,"51129091","3904691000"
,,,"51129093","3904692000"
,,,"51129098","3904698000"
,,,"51129099","3904699000"
,,,"51130000","3904900000"
,,,"52010010","3905120000"
,,,"52010090","3905190000"
,,,"52021000","3905210000"
,,,"52029100","3905290000"
,,,"52029900","3905300000"
,,,"52030000","3905910000"
,,,"52041100","3905990010"
,,,"52041900","3905990090"
,,,"52042000","3905991000"
,,,"52051100","3905999010"
,,,"52051200","3905999090"
,,,"52051300","3906100000"
,,,"52051400","3906900000"
,,,"52051510","3906901000"
,,,"52051590","3906902000"
,,,"52052100","3906903000"
,,,"52052200","3906904000"
,,,"52052300","3906905000"
,,,"52052400","3906906000"
,,,"52052600","3906909000"
,,,"52052700","3906909001"
,,,"52052800","3906909002"
,,,"52053100","3906909003"
,,,"52053200","3906909004"
,,,"52053300","3906909007"
,,,"52053400","3906909008"
,,,"52053500","3906909009"
,,,"52053510","3907100000"
,,,"52053590","3907201100"
,,,"52054100","3907201200"
,,,"52054200","3907201900"
,,,"52054300","3907202001"
,,,"52054400","3907202009"
,,,"52054600","3907202100"
,,,"52054700","3907202900"
,,,"52054800","3907209000"
,,,"52061100","3907209100"
,,,"52061200","3907209900"
,,,"52061300","3907210001"
,,,"52061400","3907210009"
,,,"52061500","3907291000"
,,,"52061510","3907299001"
,,,"52061590","3907299009"
,,,"52062100","3907300000"
,,,"52062200","3907300001"
,,,"52062300","3907300009"
,,,"52062400","3907400000"
,,,"52062500","3907400001"
,,,"52062510","3907400009"
,,,"52062590","3907500000"
,,,"52063100","3907601000"
,,,"52063200","3907602000"
,,,"52063300","3907602001"
,,,"52063400","3907602009"
,,,"52063500","3907608000"
,,,"52063510","3907608001"
,,,"52063590","3907608009"
,,,"52064100","3907609000"
,,,"52064200","3907610000"
,,,"52064300","3907690000"
,,,"52064400","3907690001"
,,,"52064500","3907690009"
,,,"52064510","3907700000"
,,,"52064590","3907911000"
,,,"52071000","3907919000"
,,,"52079000","3907991000"
,,,"52080000","3907991100"
,,,"52081110","3907991900"
,,,"52081190","3907999000"
,,,"52081211","3907999100"
,,,"52081213","3907999800"
,,,"52081215","3907999900"
,,,"52081216","3908100000"
,,,"52081219","3908900000"
,,,"52081291","3909100000"
,,,"52081293","3909200000"
,,,"52081295","3909300000"
,,,"52081296","3909300001"
,,,"52081299","3909300009"
,,,"52081300","3909310000"
,,,"52081900","3909390000"
,,,"52082110","3909400000"
,,,"52082190","3909500000"
,,,"52082211","3909501000"
,,,"52082213","3909509000"
,,,"52082215","3909509001"
,,,"52082216","3909509002"
,,,"52082219","3909509008"
,,,"52082291","3909509009"
,,,"52082293","3910000000"
,,,"52082295","3910000001"
,,,"52082296","3910000002"
,,,"52082299","3910000008"
,,,"52082300","3910000009"
,,,"52082900","3911100000"
,,,"52083100","3911200000"
,,,"52083211","3911901000"
,,,"52083213","3911901100"
,,,"52083215","3911901300"
,,,"52083216","3911901900"
,,,"52083219","3911909000"
,,,"52083291","3911909100"
,,,"52083293","3911909200"
,,,"52083295","3911909300"
,,,"52083296","3911909800"
,,,"52083299","3911909900"
,,,"52083300","3912110000"
,,,"52083900","3912110001"
,,,"52084100","3912110009"
,,,"52084200","3912120000"
,,,"52084300","3912201100"
,,,"52084900","3912201900"
,,,"52085100","3912209000"
,,,"52085200","3912310000"
,,,"52085210","3912391000"
,,,"52085290","3912392000"
,,,"52085300","3912393000"
,,,"52085900","3912398000"
,,,"52085910","3912398010"
,,,"52085990","3912398090"
,,,"52091100","3912398500"
,,,"52091200","3912399010"
,,,"52091900","3912399090"
,,,"52092100","3912901000"
,,,"52092200","3912909000"
,,,"52092900","3912909001"
,,,"52093100","3912909009"
,,,"52093200","3913100000"
,,,"52093900","3913900000"
,,,"52094100","3913901000"
,,,"52094200","3913902000"
,,,"52094300","3913903000"
,,,"52094900","3913908000"
,,,"52094910","3914000000"
,,,"52094990","3915100000"
,,,"52095100","3915200000"
,,,"52095200","3915300000"
,,,"52095900","3915901100"
,,,"52100000","3915901300"
,,,"52101100","3915901800"
,,,"52101110","3915901900"
,,,"52101190","3915908000"
,,,"52101200","3915909000"
,,,"52101900","3915909100"
,,,"52102100","3915909300"
,,,"52102110","3915909900"
,,,"52102190","3916100000"
,,,"52102200","3916200000"
,,,"52102900","3916201000"
,,,"52103100","3916209000"
,,,"52103110","3916901000"
,,,"52103190","3916901100"
,,,"52103200","3916901300"
,,,"52103900","3916901500"
,,,"52104100","3916901900"
,,,"52104200","3916905000"
,,,"52104900","3916905100"
,,,"52105100","3916905900"
,,,"52105200","3916909000"
,,,"52105900","3917000000"
,,,"52111100","3917101000"
,,,"52111200","3917109000"
,,,"52111900","3917210000"
,,,"52112000","3917211000"
,,,"52112100","3917219000"
,,,"52112200","3917219001"
,,,"52112900","3917219009"
,,,"52113100","3917219100"
,,,"52113200","3917219900"
,,,"52113900","3917220000"
,,,"52114100","3917221000"
,,,"52114200","3917229000"
,,,"52114300","3917229001"
